term,N,embedding,cluster,n_contexts,silhouette,best_k,silhouette_k,decoded_lemmas,examples
lit,110,masked,0,12,0.12231791019439697,5,"{1: 0.0, 2: 0.1174507662653923, 3: 0.09444908797740936, 4: 0.09702502191066742, 5: 0.12231791019439697}",,"['That concert was lit from the first song to the encore 🔥', 'The event was lowkey lit despite the terrible weather.', 'We showed up late, but somehow the night was already lit.', 'This bar gets lit after midnight, trust me.', 'I wasn’t feeling it at first, but the party got lit real fast.']"
lit,110,masked,1,16,0.12231791019439697,5,"{1: 0.0, 2: 0.1174507662653923, 3: 0.09444908797740936, 4: 0.09702502191066742, 5: 0.12231791019439697}",,"['The whole place felt lit once the music started.', 'The vibe at that place last night was honestly lit.', 'This new track is lit, can’t stop replaying it.', 'Didn’t expect much, but the party actually turned out lit.', 'That moment when the beat dropped — yeah, it was lit.']"
lit,110,masked,2,15,0.12231791019439697,5,"{1: 0.0, 2: 0.1174507662653923, 3: 0.09444908797740936, 4: 0.09702502191066742, 5: 0.12231791019439697}",,"['The energy in the room was lit even before the show started.', 'The whole place felt lit once the music started.', 'That moment when the beat dropped — yeah, it was lit.', 'The crowd was lit, screaming every word.', 'That rooftop party was lit, city lights and all 🌃']"
lit,110,masked,3,61,0.12231791019439697,5,"{1: 0.0, 2: 0.1174507662653923, 3: 0.09444908797740936, 4: 0.09702502191066742, 5: 0.12231791019439697}",,"['Didn’t plan on staying long, but it got lit.', 'The concert vibe was lit, everyone was locked in.', 'This playlist is lowkey lit for late-night drives.', 'Honestly didn’t think I’d enjoy it, but the night was lit.', 'The energy in that room was lit without trying too hard.']"
lit,110,masked,4,6,0.12231791019439697,5,"{1: 0.0, 2: 0.1174507662653923, 3: 0.09444908797740936, 4: 0.09702502191066742, 5: 0.12231791019439697}",,"['The vibe at that place last night was honestly lit.', 'That DJ set? Completely lit, crowd didn’t stop moving.', 'This playlist is lit — been looping it all morning while working.', 'We showed up late, but somehow the night was already lit.', 'Didn’t expect much, but the party actually turned out lit.']"
lit,120,masked,0,16,0.12080828100442886,3,"{1: 0.0, 2: 0.11595787853002548, 3: 0.12080828100442886, 4: 0.10379067063331604, 5: 0.11445330083370209}",,"['The energy in the room was lit even before the show started.', 'This new track is lit, can’t stop replaying it.', 'The whole place felt lit once the music started.', 'That moment when the beat dropped — yeah, it was lit.', 'The crowd was lit, screaming every word.']"
lit,120,masked,1,82,0.12080828100442886,3,"{1: 0.0, 2: 0.11595787853002548, 3: 0.12080828100442886, 4: 0.10379067063331604, 5: 0.11445330083370209}",,"['This new track is lit, can’t stop replaying it.', 'The whole venue felt lit once the lights went down.', 'The vibe turned lit once the music got louder.', 'The DJ really knew how to keep it lit.', 'The party got lit once the DJ switched genres.']"
lit,120,masked,2,22,0.12080828100442886,3,"{1: 0.0, 2: 0.11595787853002548, 3: 0.12080828100442886, 4: 0.10379067063331604, 5: 0.11445330083370209}",,"['Didn’t expect much, but the party actually turned out lit.', 'This bar gets lit after midnight, trust me.', 'That rooftop party was lit, city lights and all 🌃', 'Honestly didn’t think I’d enjoy it, but the night was lit.', 'The atmosphere there gets lit on weekends.']"
lit,130,masked,0,8,0.12776979804039001,5,"{1: 0.0, 2: 0.10905380547046661, 3: 0.11802417784929276, 4: 0.11221451312303543, 5: 0.12776979804039001}",,"['We showed up late, but somehow the night was already lit.', 'This bar gets lit after midnight, trust me.', 'The energy in the room was lit even before the show started.', 'The vibe at that place last night was honestly lit.', 'That DJ set? Completely lit, crowd didn’t stop moving.']"
lit,130,masked,1,67,0.12776979804039001,5,"{1: 0.0, 2: 0.10905380547046661, 3: 0.11802417784929276, 4: 0.11221451312303543, 5: 0.12776979804039001}",,"['The vibe was lit even before anything really happened.', 'This bar gets lit once people loosen up.', 'The event felt lit even though it wasn’t packed.', 'That moment felt lit, like everything clicked.', 'Honestly didn’t think I’d enjoy it, but the night was lit.']"
lit,130,masked,2,17,0.12776979804039001,5,"{1: 0.0, 2: 0.10905380547046661, 3: 0.11802417784929276, 4: 0.11221451312303543, 5: 0.12776979804039001}",,"['The energy in the room was lit even before the show started.', 'This new track is lit, can’t stop replaying it.', 'That rooftop party was lit, city lights and all 🌃', 'The whole place felt lit once the music started.', 'That moment when the beat dropped — yeah, it was lit.']"
lit,130,masked,3,20,0.12776979804039001,5,"{1: 0.0, 2: 0.10905380547046661, 3: 0.11802417784929276, 4: 0.11221451312303543, 5: 0.12776979804039001}",,"['The vibe at that place last night was honestly lit.', 'The whole place felt lit once the music started.', 'This new track is lit, can’t stop replaying it.', 'Even from the back seats, the show felt lit.', 'That moment when the beat dropped — yeah, it was lit.']"
lit,130,masked,4,18,0.12776979804039001,5,"{1: 0.0, 2: 0.10905380547046661, 3: 0.11802417784929276, 4: 0.11221451312303543, 5: 0.12776979804039001}",,"['The event was lowkey lit despite the terrible weather.', 'That concert was lit from the first song to the encore 🔥', 'We showed up late, but somehow the night was already lit.', 'That rooftop party was lit, city lights and all 🌃', 'This bar gets lit after midnight, trust me.']"
lit,140,masked,0,21,0.12012656033039093,3,"{1: 0.0, 2: 0.10991465300321579, 3: 0.12012656033039093, 4: 0.10884667932987213, 5: 0.1163383200764656}",,"['That concert was lit from the first song to the encore 🔥', 'The event was lowkey lit despite the terrible weather.', 'We showed up late, but somehow the night was already lit.', 'That rooftop party was lit, city lights and all 🌃', 'This bar gets lit after midnight, trust me.']"
lit,140,masked,1,101,0.12012656033039093,3,"{1: 0.0, 2: 0.10991465300321579, 3: 0.12012656033039093, 4: 0.10884667932987213, 5: 0.1163383200764656}",,"['This track is lit when you need a mood boost.', 'The crowd was lit, singing along to everything.', 'The vibe switched up and suddenly everything was lit.', 'The energy stayed lit long after the music stopped.', 'This spot stays lit on Fridays for a reason.']"
lit,140,masked,2,18,0.12012656033039093,3,"{1: 0.0, 2: 0.10991465300321579, 3: 0.12012656033039093, 4: 0.10884667932987213, 5: 0.1163383200764656}",,"['The energy in the room was lit even before the show started.', 'This new track is lit, can’t stop replaying it.', 'That rooftop party was lit, city lights and all 🌃', 'The whole place felt lit once the music started.', 'That performance was lit, no doubt about it.']"
lit,150,masked,0,19,0.12719744443893433,5,"{1: 0.0, 2: 0.10787877440452576, 3: 0.11053209751844406, 4: 0.10990864038467407, 5: 0.12719744443893433}",,"['The energy in the room was lit even before the show started.', 'This new track is lit, can’t stop replaying it.', 'That performance was lit, no doubt about it.', 'That rooftop party was lit, city lights and all 🌃', 'The whole place felt lit once the music started.']"
lit,150,masked,1,24,0.12719744443893433,5,"{1: 0.0, 2: 0.10787877440452576, 3: 0.11053209751844406, 4: 0.10990864038467407, 5: 0.12719744443893433}",,"['The vibe at that place last night was honestly lit.', 'The whole place felt lit once the music started.', 'Even from the back seats, the show felt lit.', 'This new track is lit, can’t stop replaying it.', 'That party went from chill to lit in like ten minutes.']"
lit,150,masked,2,22,0.12719744443893433,5,"{1: 0.0, 2: 0.10787877440452576, 3: 0.11053209751844406, 4: 0.10990864038467407, 5: 0.12719744443893433}",,"['The event was lowkey lit despite the terrible weather.', 'That concert was lit from the first song to the encore 🔥', 'We showed up late, but somehow the night was already lit.', 'That rooftop party was lit, city lights and all 🌃', 'This bar gets lit after midnight, trust me.']"
lit,150,masked,3,64,0.12719744443893433,5,"{1: 0.0, 2: 0.10787877440452576, 3: 0.11053209751844406, 4: 0.10990864038467407, 5: 0.12719744443893433}",,"['This place was dead earlier, now it’s lit.', 'This place doesn’t look like much, but it gets lit fast.', 'This playlist is lowkey lit for late-night drives.', 'The night was quiet at first, then suddenly lit.', 'The whole venue felt lit once the lights went down.']"
lit,150,masked,4,21,0.12719744443893433,5,"{1: 0.0, 2: 0.10787877440452576, 3: 0.11053209751844406, 4: 0.10990864038467407, 5: 0.12719744443893433}",,"['Honestly didn’t think I’d enjoy it, but the night was lit.', 'That performance was lit, no doubt about it.', 'That rooftop party was lit, city lights and all 🌃', 'This new track is lit, can’t stop replaying it.', 'The whole place felt lit once the music started.']"
basic,5,masked,0,3,0.19624832272529602,3,"{1: 0.0, 2: 0.1736363023519516, 3: 0.19624832272529602, 4: 0.05656663700938225}",,"['The outfit looked nice but still very basic overall', 'The menu options were fine yet surprisingly basic for the price', 'Her approach to decorating felt safe and extremely basic']"
basic,5,masked,1,1,0.19624832272529602,3,"{1: 0.0, 2: 0.1736363023519516, 3: 0.19624832272529602, 4: 0.05656663700938225}",,['The outfit looked nice but still very basic overall']
basic,5,masked,2,1,0.19624832272529602,3,"{1: 0.0, 2: 0.1736363023519516, 3: 0.19624832272529602, 4: 0.05656663700938225}",,['The outfit looked nice but still very basic overall']
basic,10,masked,0,7,0.2968176305294037,2,"{1: 0.0, 2: 0.2968176305294037, 3: 0.19608476758003235, 4: 0.198481947183609, 5: 0.16794098913669586}",,"['The outfit looked nice but still very basic overall', 'The design looked clean but felt too basic for attention', 'The workout routine is effective but honestly quite basic overall', 'Her approach to decorating felt safe and extremely basic', 'His explanation made sense but was kind of basic to follow']"
basic,10,masked,1,3,0.2968176305294037,2,"{1: 0.0, 2: 0.2968176305294037, 3: 0.19608476758003235, 4: 0.198481947183609, 5: 0.16794098913669586}",,"['The menu options were fine yet surprisingly basic for the price', 'Her approach to decorating felt safe and extremely basic', 'The outfit looked nice but still very basic overall']"
basic,20,masked,0,15,0.3252909183502197,2,"{1: 0.0, 2: 0.3252909183502197, 3: 0.1747208535671234, 4: 0.1613827794790268, 5: 0.15812650322914124}",,"['The outfit looked nice but still very basic overall', 'The design looked clean but felt too basic for attention', 'The event setup was functional but undeniably basic overall', 'The concept had potential but ended up being too basic', 'Her approach to decorating felt safe and extremely basic']"
basic,20,masked,1,5,0.3252909183502197,2,"{1: 0.0, 2: 0.3252909183502197, 3: 0.1747208535671234, 4: 0.1613827794790268, 5: 0.15812650322914124}",,"['The menu options were fine yet surprisingly basic for the price', 'The design looked clean but felt too basic for attention', 'His explanation made sense but was kind of basic to follow', 'The outfit looked nice but still very basic overall', 'Her approach to decorating felt safe and extremely basic']"
basic,30,masked,0,22,0.27755796909332275,2,"{1: 0.0, 2: 0.27755796909332275, 3: 0.14597709476947784, 4: 0.14401589334011078, 5: 0.09587658196687698}",,"['The outfit looked nice but still very basic overall', 'The design looked clean but felt too basic for attention', 'That makeup tutorial is helpful but honestly too basic', 'The event setup was functional but undeniably basic overall', 'The concept had potential but ended up being too basic']"
basic,30,masked,1,8,0.27755796909332275,2,"{1: 0.0, 2: 0.27755796909332275, 3: 0.14597709476947784, 4: 0.14401589334011078, 5: 0.09587658196687698}",,"['The design looked clean but felt too basic for attention', 'The menu options were fine yet surprisingly basic for the price', 'The outfit looked nice but still very basic overall', 'Her approach to decorating felt safe and extremely basic', 'Everyone liked it yet the whole idea seemed a bit basic']"
basic,40,masked,0,30,0.2810417711734772,2,"{1: 0.0, 2: 0.2810417711734772, 3: 0.13360987603664398, 4: 0.12129069864749908, 5: 0.12101204693317413}",,"['The outfit looked nice but still very basic overall', 'The design looked clean but felt too basic for attention', 'His advice was good yet somewhat basic and expected', 'The event setup was functional but undeniably basic overall', 'That makeup tutorial is helpful but honestly too basic']"
basic,40,masked,1,10,0.2810417711734772,2,"{1: 0.0, 2: 0.2810417711734772, 3: 0.13360987603664398, 4: 0.12129069864749908, 5: 0.12101204693317413}",,"['The design looked clean but felt too basic for attention', 'The menu options were fine yet surprisingly basic for the price', 'The outfit looked nice but still very basic overall', 'The concept had potential but ended up being too basic', 'Her approach to decorating felt safe and extremely basic']"
basic,50,masked,0,38,0.2695818543434143,2,"{1: 0.0, 2: 0.2695818543434143, 3: 0.13304118812084198, 4: 0.13580310344696045, 5: 0.11647611856460571}",,"['The design looked clean but felt too basic for attention', 'His advice was good yet somewhat basic and expected', 'The outfit looked nice but still very basic overall', 'That makeup tutorial is helpful but honestly too basic', 'The event setup was functional but undeniably basic overall']"
basic,50,masked,1,12,0.2695818543434143,2,"{1: 0.0, 2: 0.2695818543434143, 3: 0.13304118812084198, 4: 0.13580310344696045, 5: 0.11647611856460571}",,"['The design looked clean but felt too basic for attention', 'The outfit looked nice but still very basic overall', 'The menu options were fine yet surprisingly basic for the price', 'That makeup look is trending but still feels basic to me', 'Everyone liked it yet the whole idea seemed a bit basic']"
basic,60,masked,0,46,0.28008830547332764,2,"{1: 0.0, 2: 0.28008830547332764, 3: 0.12555372714996338, 4: 0.11826369166374207, 5: 0.08844176679849625}",,"['The design looked clean but felt too basic for attention', 'That advice is helpful but seems overly basic for this situation', 'His advice was good yet somewhat basic and expected', 'The outfit looked nice but still very basic overall', 'The event setup was functional but undeniably basic overall']"
basic,60,masked,1,14,0.28008830547332764,2,"{1: 0.0, 2: 0.28008830547332764, 3: 0.12555372714996338, 4: 0.11826369166374207, 5: 0.08844176679849625}",,"['The design looked clean but felt too basic for attention', 'That hairstyle works but still seems too basic for today', 'That makeup look is trending but still feels basic to me', 'The outfit looked nice but still very basic overall', 'The menu options were fine yet surprisingly basic for the price']"
basic,70,masked,0,53,0.28012698888778687,2,"{1: 0.0, 2: 0.28012698888778687, 3: 0.13038402795791626, 4: 0.1335412561893463, 5: 0.08583585172891617}",,"['The design looked clean but felt too basic for attention', 'The website layout is functional but visually very basic', 'That advice is helpful but seems overly basic for this situation', 'His advice was good yet somewhat basic and expected', 'The outfit looked nice but still very basic overall']"
basic,70,masked,1,17,0.28012698888778687,2,"{1: 0.0, 2: 0.28012698888778687, 3: 0.13038402795791626, 4: 0.1335412561893463, 5: 0.08583585172891617}",,"['The lesson plan is structured but feels overly basic for students', 'That hairstyle works but still seems too basic for today', 'The design looked clean but felt too basic for attention', 'That makeup look is trending but still feels basic to me', 'That playlist is enjoyable but very basic in song choices']"
basic,80,masked,0,18,0.2788258194923401,2,"{1: 0.0, 2: 0.2788258194923401, 3: 0.13303975760936737, 4: 0.12952463328838348, 5: 0.13225781917572021}",,"['Her outfit choice is cute yet slightly basic for the event', 'The lesson plan is structured but feels overly basic for students', 'That hairstyle works but still seems too basic for today', 'The design looked clean but felt too basic for attention', 'That makeup look is trending but still feels basic to me']"
basic,80,masked,1,62,0.2788258194923401,2,"{1: 0.0, 2: 0.2788258194923401, 3: 0.13303975760936737, 4: 0.12952463328838348, 5: 0.13225781917572021}",,"['The design looked clean but felt too basic for attention', 'The party decorations were thoughtful yet overall basic in execution', 'The website layout is functional but visually very basic', 'His advice was good yet somewhat basic and expected', 'That advice is helpful but seems overly basic for this situation']"
basic,90,masked,0,72,0.2803936302661896,2,"{1: 0.0, 2: 0.2803936302661896, 3: 0.1260244995355606, 4: 0.12362419068813324, 5: 0.11795852333307266}",,"['The design looked clean but felt too basic for attention', 'The party decorations were thoughtful yet overall basic in execution', 'The decor was visually pleasant but stayed basic overall', 'The website layout is functional but visually very basic', 'His advice was good yet somewhat basic and expected']"
basic,90,masked,1,18,0.2803936302661896,2,"{1: 0.0, 2: 0.2803936302661896, 3: 0.1260244995355606, 4: 0.12362419068813324, 5: 0.11795852333307266}",,"['Her outfit choice is cute yet slightly basic for the event', 'The lesson plan is structured but feels overly basic for students', 'That hairstyle works but still seems too basic for today', 'The design looked clean but felt too basic for attention', 'That makeup look is trending but still feels basic to me']"
basic,100,masked,0,80,0.27924785017967224,2,"{1: 0.0, 2: 0.27924785017967224, 3: 0.1249924749135971, 4: 0.12917396426200867, 5: 0.12225926667451859}",,"['The design looked clean but felt too basic for attention', 'The party decorations were thoughtful yet overall basic in execution', 'The website layout is functional but visually very basic', 'The decor was visually pleasant but stayed basic overall', 'The presentation is clear but feels overly basic for this audience']"
basic,100,masked,1,20,0.27924785017967224,2,"{1: 0.0, 2: 0.27924785017967224, 3: 0.1249924749135971, 4: 0.12917396426200867, 5: 0.12225926667451859}",,"['Her outfit choice is cute yet slightly basic for the event', 'The stage setup looked professional but a little basic overall', 'The lesson plan is structured but feels overly basic for students', 'That hairstyle works but still seems too basic for today', 'The design looked clean but felt too basic for attention']"
basic,110,masked,0,83,0.2727348804473877,2,"{1: 0.0, 2: 0.2727348804473877, 3: 0.1286827176809311, 4: 0.132461279630661, 5: 0.13399328291416168}",,"['The design looked clean but felt too basic for attention', 'The party decorations were thoughtful yet overall basic in execution', 'The decor was visually pleasant but stayed basic overall', 'The website layout is functional but visually very basic', 'His advice was good yet somewhat basic and expected']"
basic,110,masked,1,27,0.2727348804473877,2,"{1: 0.0, 2: 0.2727348804473877, 3: 0.1286827176809311, 4: 0.132461279630661, 5: 0.13399328291416168}",,"['Her outfit choice is cute yet slightly basic for the event', 'The stage setup looked professional but a little basic overall', 'The design looked clean but felt too basic for attention', 'The lesson plan is structured but feels overly basic for students', 'That hairstyle works but still seems too basic for today']"
basic,120,masked,0,33,0.2714475095272064,2,"{1: 0.0, 2: 0.2714475095272064, 3: 0.13028499484062195, 4: 0.13012179732322693, 5: 0.12854090332984924}",,"['Her outfit choice is cute yet slightly basic for the event', 'The stage setup looked professional but a little basic overall', 'The design looked clean but felt too basic for attention', 'The photography setup is decent but surprisingly basic in quality', 'That hairstyle works but still seems too basic for today']"
basic,120,masked,1,87,0.2714475095272064,2,"{1: 0.0, 2: 0.2714475095272064, 3: 0.13028499484062195, 4: 0.13012179732322693, 5: 0.12854090332984924}",,"['The design looked clean but felt too basic for attention', 'The party decorations were thoughtful yet overall basic in execution', 'The decor was visually pleasant but stayed basic overall', 'His advice was good yet somewhat basic and expected', 'The website layout is functional but visually very basic']"
basic,130,masked,0,87,0.28262564539909363,2,"{1: 0.0, 2: 0.28262564539909363, 3: 0.13939279317855835, 4: 0.08587311953306198, 5: 0.08178921043872833}",,"['The design looked clean but felt too basic for attention', 'The party decorations were thoughtful yet overall basic in execution', 'The decor was visually pleasant but stayed basic overall', 'His advice was good yet somewhat basic and expected', 'The website layout is functional but visually very basic']"
basic,130,masked,1,43,0.28262564539909363,2,"{1: 0.0, 2: 0.28262564539909363, 3: 0.13939279317855835, 4: 0.08587311953306198, 5: 0.08178921043872833}",,"['Her outfit choice is cute yet slightly basic for the event', 'The photography setup is decent but surprisingly basic in quality', 'The design looked clean but felt too basic for attention', 'The stage setup looked professional but a little basic overall', 'The menu options were fine yet surprisingly basic for the price']"
basic,140,masked,0,51,0.2873477041721344,2,"{1: 0.0, 2: 0.2873477041721344, 3: 0.14671336114406586, 4: 0.1411925107240677, 5: 0.08529352396726608}",,"['The photography setup is decent but surprisingly basic in quality', 'The design looked clean but felt too basic for attention', 'The menu options were fine yet surprisingly basic for the price', 'The stage setup looked professional but a little basic overall', 'Her outfit choice is cute yet slightly basic for the event']"
basic,140,masked,1,89,0.2873477041721344,2,"{1: 0.0, 2: 0.2873477041721344, 3: 0.14671336114406586, 4: 0.1411925107240677, 5: 0.08529352396726608}",,"['The design looked clean but felt too basic for attention', 'The party decorations were thoughtful yet overall basic in execution', 'The decor was visually pleasant but stayed basic overall', 'His advice was good yet somewhat basic and expected', 'The website layout is functional but visually very basic']"
basic,150,masked,0,61,0.29304635524749756,2,"{1: 0.0, 2: 0.29304635524749756, 3: 0.19925576448440552, 4: 0.09234242886304855, 5: 0.0979272797703743}",,"['The photography setup is decent but surprisingly basic in quality', 'The menu options were fine yet surprisingly basic for the price', 'The design looked clean but felt too basic for attention', 'The idea works but remains simple and surprisingly basic', 'The outfit is cute yet still feels very basic compared to others']"
basic,150,masked,1,89,0.29304635524749756,2,"{1: 0.0, 2: 0.29304635524749756, 3: 0.19925576448440552, 4: 0.09234242886304855, 5: 0.0979272797703743}",,"['The design looked clean but felt too basic for attention', 'The party decorations were thoughtful yet overall basic in execution', 'The decor was visually pleasant but stayed basic overall', 'His advice was good yet somewhat basic and expected', 'The website layout is functional but visually very basic']"
swag,5,masked,0,4,0.12838415801525116,2,"{1: 0.0, 2: 0.12838415801525116, 3: 0.1057400107383728, 4: 0.011012881994247437}",,"['Check out my new kicks, pure swag 😎🔥', 'swag is cool', 'Feeling the swag on this sunny day ☀️', 'That outfit has mad swag #stylegoals']"
swag,5,masked,1,1,0.12838415801525116,2,"{1: 0.0, 2: 0.12838415801525116, 3: 0.1057400107383728, 4: 0.011012881994247437}",,['swag is cool']
swag,10,masked,0,1,0.14159059524536133,2,"{1: 0.0, 2: 0.14159059524536133, 3: 0.10128841549158096, 4: 0.10270392894744873, 5: 0.0748322606086731}",,['swag is cool']
swag,10,masked,1,9,0.14159059524536133,2,"{1: 0.0, 2: 0.14159059524536133, 3: 0.10128841549158096, 4: 0.10270392894744873, 5: 0.0748322606086731}",,"['Swag alert! Just picked up some fresh gear', 'Check out my new kicks, pure swag 😎🔥', 'The dance moves were smooth, total swag 💃', 'Feeling the swag on this sunny day ☀️', 'swag is cool']"
swag,20,masked,0,17,0.2193523347377777,2,"{1: 0.0, 2: 0.2193523347377777, 3: 0.17956972122192383, 4: 0.05008339881896973, 5: 0.06018849089741707}",,"['Swag alert! Just picked up some fresh gear', 'Check out my new kicks, pure swag 😎🔥', 'Confidence and swag, that’s how you win', 'Swag game strong today, feeling unstoppable', 'Dripping swag in every step I take']"
swag,20,masked,1,3,0.2193523347377777,2,"{1: 0.0, 2: 0.2193523347377777, 3: 0.17956972122192383, 4: 0.05008339881896973, 5: 0.06018849089741707}",,"['Check out my new kicks, pure swag 😎🔥', 'swag is cool', 'That outfit has mad swag #stylegoals']"
swag,30,masked,0,5,0.21692246198654175,2,"{1: 0.0, 2: 0.21692246198654175, 3: 0.17199759185314178, 4: 0.0847168043255806, 5: 0.07660435140132904}",,"['His confidence is unmatched, full of swag', 'swag is cool', 'Check out my new kicks, pure swag 😎🔥', 'Feeling the swag on this sunny day ☀️', 'That outfit has mad swag #stylegoals']"
swag,30,masked,1,25,0.21692246198654175,2,"{1: 0.0, 2: 0.21692246198654175, 3: 0.17199759185314178, 4: 0.0847168043255806, 5: 0.07660435140132904}",,"['Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Confidence and swag, that’s how you win', 'Swag game strong today, feeling unstoppable', 'Check out my new kicks, pure swag 😎🔥']"
swag,40,masked,0,9,0.21812205016613007,2,"{1: 0.0, 2: 0.21812205016613007, 3: 0.13247548043727875, 4: 0.09846721589565277, 5: 0.09304165840148926}",,"['His confidence is unmatched, full of swag', 'swag is cool', 'The dance moves were smooth, total swag 💃', 'Check out my new kicks, pure swag 😎🔥', 'Feeling the swag on this sunny day ☀️']"
swag,40,masked,1,31,0.21812205016613007,2,"{1: 0.0, 2: 0.21812205016613007, 3: 0.13247548043727875, 4: 0.09846721589565277, 5: 0.09304165840148926}",,"['Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Confidence and swag, that’s how you win', 'Swag game strong today, feeling unstoppable', 'Swag vibes only, no negativity allowed']"
swag,50,masked,0,37,0.22682985663414001,2,"{1: 0.0, 2: 0.22682985663414001, 3: 0.10868895798921585, 4: 0.10585833340883255, 5: 0.10623491555452347}",,"['Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Confidence and swag, that’s how you win', 'Swag vibes only, no negativity allowed', 'Swag game strong today, feeling unstoppable']"
swag,50,masked,1,13,0.22682985663414001,2,"{1: 0.0, 2: 0.22682985663414001, 3: 0.10868895798921585, 4: 0.10585833340883255, 5: 0.10623491555452347}",,"['His confidence is unmatched, full of swag', 'Swag on point, literally killing the look 🔥', 'The dance moves were smooth, total swag 💃', 'Check out my new kicks, pure swag 😎🔥', 'swag is cool']"
swag,60,masked,0,43,0.2448316067457199,2,"{1: 0.0, 2: 0.2448316067457199, 3: 0.12151139229536057, 4: 0.11005020141601562, 5: 0.07339843362569809}",,"['Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Confidence and swag, that’s how you win', 'Swag vibes only, no negativity allowed', 'Swag game strong today, feeling unstoppable']"
swag,60,masked,1,17,0.2448316067457199,2,"{1: 0.0, 2: 0.2448316067457199, 3: 0.12151139229536057, 4: 0.11005020141601562, 5: 0.07339843362569809}",,"['His confidence is unmatched, full of swag', 'The dance moves were smooth, total swag 💃', 'Morning coffee with swag vibes only ☕😎', 'Not just clothes, it’s a lifestyle of swag', 'Swag on point, literally killing the look 🔥']"
swag,70,masked,0,22,0.25592344999313354,2,"{1: 0.0, 2: 0.25592344999313354, 3: 0.13164624571800232, 4: 0.07015164941549301, 5: 0.06934955716133118}",,"['That performance was full of swag and confidence', 'Not just clothes, it’s a lifestyle of swag', 'The dance moves were smooth, total swag 💃', 'Morning coffee with swag vibes only ☕😎', 'His confidence is unmatched, full of swag']"
swag,70,masked,1,48,0.25592344999313354,2,"{1: 0.0, 2: 0.25592344999313354, 3: 0.13164624571800232, 4: 0.07015164941549301, 5: 0.06934955716133118}",,"['Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Confidence and swag, that’s how you win', 'Swag vibes only, no negativity allowed', 'That smile is pure swag energy 💯']"
swag,80,masked,0,54,0.2614385187625885,2,"{1: 0.0, 2: 0.2614385187625885, 3: 0.1386955827474594, 4: 0.09087472409009933, 5: 0.08521097898483276}",,"['Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Confidence and swag, that’s how you win', 'Swag vibes only, no negativity allowed', 'That smile is pure swag energy 💯']"
swag,80,masked,1,26,0.2614385187625885,2,"{1: 0.0, 2: 0.2614385187625885, 3: 0.1386955827474594, 4: 0.09087472409009933, 5: 0.08521097898483276}",,"['That performance was full of swag and confidence', 'Not just clothes, it’s a lifestyle of swag', 'The whole crew showing off major swag today', 'Morning coffee with swag vibes only ☕😎', 'The dance moves were smooth, total swag 💃']"
swag,90,masked,0,57,0.27300089597702026,2,"{1: 0.0, 2: 0.27300089597702026, 3: 0.15976788103580475, 4: 0.0903797373175621, 5: 0.09348856657743454}",,"['Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Confidence and swag, that’s how you win', 'That smile is pure swag energy 💯', 'Swag vibes only, no negativity allowed']"
swag,90,masked,1,33,0.27300089597702026,2,"{1: 0.0, 2: 0.27300089597702026, 3: 0.15976788103580475, 4: 0.0903797373175621, 5: 0.09348856657743454}",,"['That performance was full of swag and confidence', 'That smile is pure swag energy 💯', 'Feeling the swag from head to toe today', 'Chill afternoon with friends, full of swag', 'Morning coffee with swag vibes only ☕😎']"
swag,100,masked,0,65,0.275730162858963,2,"{1: 0.0, 2: 0.275730162858963, 3: 0.15703533589839935, 4: 0.09145545214414597, 5: 0.0815558210015297}",,"['Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Swag isn’t loud, it’s in subtle actions', 'That smile is pure swag energy 💯', 'Confidence and swag, that’s how you win']"
swag,100,masked,1,35,0.275730162858963,2,"{1: 0.0, 2: 0.275730162858963, 3: 0.15703533589839935, 4: 0.09145545214414597, 5: 0.0815558210015297}",,"['That performance was full of swag and confidence', 'Swag levels: expert, mastered the art today', 'Feeling the swag from head to toe today', 'That smile is pure swag energy 💯', 'Chill afternoon with friends, full of swag']"
swag,110,masked,0,70,0.2845372259616852,2,"{1: 0.0, 2: 0.2845372259616852, 3: 0.1667533814907074, 4: 0.10078661888837814, 5: 0.1042761355638504}",,"['From outfit to attitude, everything screams swag', 'Swag alert! Just picked up some fresh gear', 'Even the smallest gestures carry a lot of swag', 'Style and confidence combine to create instant swag', 'That smile is pure swag energy 💯']"
swag,110,masked,1,40,0.2845372259616852,2,"{1: 0.0, 2: 0.2845372259616852, 3: 0.1667533814907074, 4: 0.10078661888837814, 5: 0.1042761355638504}",,"['That look is effortless, pure effortless swag', 'That performance was full of swag and confidence', 'Feeling the swag from head to toe today', 'Swag levels: expert, mastered the art today', 'Morning coffee with swag vibes only ☕😎']"
